,nombre_artista,bio,listeners,playcount,similar
98,Akshaya Mohanty,"Akshaya Mohanty was a popular singer songwriter and composer in Odia music.
He was Born at Cuttack , Orissa , India  on 12 October 1937. He had no formal training in music. Many believe that while his talent and dedication were the reasons behind his ultimate success, lack of formal training in music allowed him to experiment without being bound by the tradition.He broke the then prevalent traditional musical style in Odia musical scene and brought in fresh ideas into the scene. He claimed to have Mohd. Rafi as his early influences.  <a href=""https://www.last.fm/music/Akshaya+Mohanty"">Read more on Last.fm</a>",390,6857,"['Bhikari Bal', 'Namita Agrawal', 'Humane Sagar', 'Prashant Muduli', 'Bhikhari Bala']"
99,Mohini Pandey Priti," <a href=""https://www.last.fm/music/Mohini+Pandey+Priti"">Read more on Last.fm</a>",7,33,[]
100,Guto Lima," <a href=""https://www.last.fm/music/Guto+Lima"">Read more on Last.fm</a>",1664,22427,"['Berg Guerra & Banda', 'Rabo de Vaca', 'Forrozão Já Kero', 'George Japa', 'Waldo Cesar']"
101,Locosounds," <a href=""https://www.last.fm/music/Locosounds"">Read more on Last.fm</a>",31,790,"['Ethnix Namibia', 'Young T WokOngha', 'TopCheri', 'DJ Vuyo', 'One Blood Namibia']"
102,Dinesh Lal Yadav," <a href=""https://www.last.fm/music/Dinesh+Lal+Yadav"">Read more on Last.fm</a>",137,434,"['Neelkamal Singh', 'Khesari Lal Yadav', 'Shilpi Raj', 'Ritesh Pandey', 'Samar Singh']"
103,สุรสีห์ อิทธิกุล," <a href=""https://www.last.fm/music/%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%AA%E0%B8%B5%E0%B8%AB%E0%B9%8C+%E0%B8%AD%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%81%E0%B8%B8%E0%B8%A5"">Read more on Last.fm</a>",811,6892,"['วารุณี สุนทรีสวัสดิ์', 'กัมปะนี', 'ธเนศ วรากุลนุเคราะห์', 'เฉลียง', 'พิงค์แพนเตอร์']"
104,Güzide Kasacı," <a href=""https://www.last.fm/music/+noredirect/G%C3%BCzide+Kasac%C4%B1"">Read more on Last.fm</a>",1741,5405,"['Gülderen Gül', 'Sevim Şengül', 'Nigar Uluerer', 'Nermin Candan', 'Handan Kara']"
105,Ramesh Roshan," <a href=""https://www.last.fm/music/Ramesh+Roshan"">Read more on Last.fm</a>",1,1,[]
106,Bubblegum Lemonade,"Bubblegum Lemonade is a 1960s influenced 12-string Indiepop band based in Glasgow, Scotland. Their fondness of the Byrds, the Jesus and Mary Chain, the Beach Boys,  and the Monkees comes across on such songs as Caroline's Radio, Famous Blue Anorak, Surfin' USB, She brings The Sunshine, and Falling In Love With A Sad Song.

They have, so far, released three CD albums; Doubleplusgood (November 2008), Sophomore Release (November 2010) and Some Like It Pop (November 2013). <a href=""https://www.last.fm/music/Bubblegum+Lemonade"">Read more on Last.fm</a>",18163,159622,"['Strawberry Whiplash', 'The Electric Pop Group', 'The Airfields', 'The Felt Tips', 'Pocketbooks']"
107,Ernest Ashworth,"Ernest Bert Ashworth (December 15, 1928 – March 2, 2009) was an American country music singer and longtime Grand Ole Opry star. Signed to the Hickory label, he recorded two studio albums in his career and charted several singles on Billboard Hot Country Songs, including the number one ""Talk Back Trembling Lips"" and six other top ten hits. <a href=""https://www.last.fm/music/Ernest+Ashworth"">Read more on Last.fm</a>",5101,24327,"['Tony Booth', 'Durwood Haddock', 'Leona Williams', 'Jan Howard', 'Crystal Sands']"
108,Singrai Soren," <a href=""https://www.last.fm/music/Singrai+Soren"">Read more on Last.fm</a>",22,1583,[]
109,George Jones,"George Glenn Jones (September 12, 1931 – April 26, 2013) was an American musician, singer, and songwriter. He achieved international fame for his long list of hit records, including his best-known song ""He Stopped Loving Her Today"", as well as his distinctive voice and phrasing. For the last two decades of his life, Jones was frequently referred to as the greatest living country singer. Country music scholar Bill Malone writes, ""For the two or three minutes consumed by a song <a href=""https://www.last.fm/music/George+Jones"">Read more on Last.fm</a>",452027,5694221,"['Merle Haggard', 'Conway Twitty', 'Vern Gosdin', 'Charley Pride', 'George Jones & Tammy Wynette']"
110,Alma Cogan,"Alma Cogan was Britain's most successful female recording artist of the 1950's. Born in London in 1932, her early recordings were mainly ballads, in the style of Anne Shelton. But by 1954, this was to all change. Her first major hit was ""Bell Bottom Blues"", and she scored her only number one in Britain with ""Dreamboat"" in 1956. Novelty songs were extremely popular at the time, and Alma recorded a number of these, including ""I Can't Tell A Waltz From A Tango"", ""Twenty Tiny Fingers"" and ""Never Do A Tango With An Eskimo"". <a href=""https://www.last.fm/music/Alma+Cogan"">Read more on Last.fm</a>",109548,488316,"['Ronnie Hilton', 'Johnnie Ray', 'Dickie Valentine', 'Patti Page', 'Kitty Kallen']"
111,Nazia Iqbal," <a href=""https://www.last.fm/music/Nazia+Iqbal"">Read more on Last.fm</a>",601,4502,"['Gul Panra', 'Ghezaal Enayat', 'Naghma', 'Shah Farooq', 'Khalid Malik']"
112,Jike Junyi,"Jike Junyi (Simplified Chinese: 吉克隽逸; Traditional Chinese: 吉克雋逸 | Pinyin: Jíkè juàn yì), also known as Summer Momoko (born May 13, 1988), is a Mandarin singer originating from Ganluo, Sichuan, China. She is best known as being the second runner-up of Season One of The Voice Of China. Junyi is also an actress and appeared in the movie Outcast with Nicholas Cage and Hayden Christensen. Junyi also colaborated with Snoop Dogg on her song Summer Time. <a href=""https://www.last.fm/music/Jike+Junyi"">Read more on Last.fm</a>",2733,20972,"['吉克雋逸', '黃子弘凡', '吉克隽逸', 'Tiger Hu', 'Yisa Yu']"
113,Pawan Singh," <a href=""https://www.last.fm/music/Pawan+Singh"">Read more on Last.fm</a>",9019,69163,"['Neelkamal Singh', 'Khesari Lal Yadav', 'Shilpi Raj', 'Samar Singh', 'Shivani Singh']"
114,Jendral Kantjil," <a href=""https://www.last.fm/music/Jendral+Kantjil"">Read more on Last.fm</a>",213,746,"['pyong pyong', 'KarnaMereka', 'Superglad', 'MCPR', 'Still Virgin']"
115,Captivate,"(John 4:23-24) ""But an hour is coming, and now is, when the true worshipers will worship the Father in spirit and truth; for such people the Father seeks to be His worshipers. ""God is spirit, and those who worship Him must worship in spirit and truth.""

We are Captivate; a worship ministry band based in a tiny town known as Empress, Alberta. Located just one hour north of Medicine Hat, Empress is where we write, create, and record our worship music. <a href=""https://www.last.fm/music/Captivate"">Read more on Last.fm</a>",837,5910,"['Knuckle Bones', 'Lose It All', 'divide', 'Burgerkill', 'Anarcute']"
116,Klisee," <a href=""https://www.last.fm/music/KLISEE"">Read more on Last.fm</a>",44,228,"['Aston Kalmari', 'LÄHIÖBOTOX', 'Nyrkkitappelu', 'Negatiiviset Nuoret', 'Grillijono K.O.']"
117,Joe Brown,"There are more than one artists named Joe Brown:

1. Joe Brown (born Joseph Roger Brown on 13 May 1941, in Swarby, Lincolnshire) is a popular British entertainer of the 1960s and beyond

2. Joe Brown is also a virtually unknown harmonica player who appears on the Negro folk music of Alabama series.  

3. A Korean hip-hop artist who is also in the Jiggy Fellaz crew.


1) JOE BROWN:  Joseph Roger ""Joe"" Brown, MBE (born 13 May 1941,[1] Swarby, Lincolnshire) is an English entertainer. <a href=""https://www.last.fm/music/Joe+Brown"">Read more on Last.fm</a>",48694,286620,"['Sandie Shaw', 'Adam Faith', 'Bobby Vee', 'The Searchers', 'The Everly Brothers']"
118,Domenico Modugno,"Domenico Modugno (January 9, 1928 – August 6, 1994) was an Italian singer and songwriter.

From a young age Domenico wanted to become an actor and in 1951, after his military service, he enrolled in an acting school. While still studying he had a role in a cinematographic version of Filumena Marturano by Eduardo De Filippo, and some other films.

In 1957, his song Lazzarella, sung by Aurelio Fierro, came second in the Festival della Canzone Napoletana, bringing him the first popularity. <a href=""https://www.last.fm/music/Domenico+Modugno"">Read more on Last.fm</a>",181257,1061037,"['Gino Paoli', 'Renato Carosone', 'Tony Dallara', 'Tony Renis', 'Marino Marini']"
119,Indra Dhavsi," <a href=""https://www.last.fm/music/Indra+Dhavsi"">Read more on Last.fm</a>",23,30,[]
120,Baidyanath Dash," <a href=""https://www.last.fm/music/Baidyanath+Dash"">Read more on Last.fm</a>",10,37,[]
121,Nataliya Vlasova," <a href=""https://www.last.fm/music/Nataliya+Vlasova"">Read more on Last.fm</a>",618,2504,"['Maxim Fadeev', 'NePara', 'Irakli', 'Igor Nikolayev', 'Yuri Shatunov']"
122,Justin Time for Christmas," <a href=""https://www.last.fm/music/Justin+Time+for+Christmas"">Read more on Last.fm</a>",5,10,[]
123,Hozan Reşo," <a href=""https://www.last.fm/music/Hozan+Re%C5%9Fo"">Read more on Last.fm</a>",494,6212,"['Şiyar Berwari', 'Aram Serhad', 'Tufan Derince', 'Elif û Remzi', 'Burhan Toprak']"
124,Daia," <a href=""https://www.last.fm/music/Daia"">Read more on Last.fm</a>",1413,4410,"['Budapest Scoring Symphonic Orchestra, Péter Pejtsik', 'Басиния Шульман', 'Hollywood Bowl Symphony Orchestra, Alfred Newman', 'Wiener Volksoper Orchestra', 'St. Petersburg Orchestra of the State Hermitage Museum Camerata, Saulus Sondetskis']"
125,Lama Sidibe," <a href=""https://www.last.fm/music/Lama+Sidibe"">Read more on Last.fm</a>",112,874,"['Lega Bah', 'DTM', 'Saifond', 'Oumou Dioubate', 'Kerfala Kante']"
126,Ajungi," <a href=""https://www.last.fm/music/Ajungi"">Read more on Last.fm</a>",66,209,"['Aasiva', 'Kelly Fraser', 'Iskwē', 'nêhiyawak', 'Verzache']"
127,Porter Wagoner,"Porter Wayne Wagoner (August 12, 1927 – October 28, 2007) was an American country music singer. Famous for his flashy Nudie suits and blond pompadour, Wagoner introduced a young Dolly Parton to his long-running television show. Together, ""Porter and Dolly"" were a well-known duet team for many years. Parton wrote the song ""I Will Always Love You"" after Wagoner suggested she shift from story songs to focus on love songs.

His first band, The Blue Ridge Boys <a href=""https://www.last.fm/music/Porter+Wagoner"">Read more on Last.fm</a>",120501,988417,"['Porter Wagoner & Dolly Parton', 'Webb Pierce', 'The Louvin Brothers', 'Mel Tillis', 'Stonewall Jackson']"
128,Paola Iezzi,"Paola Iezzi, of the duet of singers, musicians and producers Paola & Chiara, begins like soloist with “Alone“, a passage in English language of the rarefied atmospheres black, soul and R&B, of whom she is a producer and authoress of music and words. The song has been written during a very intimate and thoughtful moment about the artist. <a href=""https://www.last.fm/music/Paola+Iezzi"">Read more on Last.fm</a>",2668,55637,"['Chiara Iezzi', 'Beatrice Quinta', 'Chiara Galiazzo', 'Stefania Orlando', 'Guera']"
129,Lee ALeum," <a href=""https://www.last.fm/music/Lee+ALeum"">Read more on Last.fm</a>",17,31,[]
130,Paha Kaksonen,"Paha Kaksonen is a stadion punk/rock band from Finland. <a href=""https://www.last.fm/music/Paha+Kaksonen"">Read more on Last.fm</a>",472,4232,"['Ne Luumäet', 'Koljosen Tiekiista', 'FM2000', 'Timo Rautiainen', 'Zero Nine']"
131,Charlie Monttana," <a href=""https://www.last.fm/music/Charlie+Monttana"">Read more on Last.fm</a>",7310,91720,"['Corcobado', 'Banda Bostik', 'Heavy Nopal', 'Sam Sam', 'Blues Boys']"
132,William Harries Graham," <a href=""https://www.last.fm/music/William+Harries+Graham"">Read more on Last.fm</a>",1072,3349,"['Lo Tom', 'Little Fevers', 'Arc Iris', 'Whitmer Thomas', 'Palo Duro']"
133,Star Arcana," <a href=""https://www.last.fm/music/Star+Arcana"">Read more on Last.fm</a>",652,8077,"['Kitschen Boy', 'Yomi Ship', 'Almond Soy', 'Towns', 'Supathick']"
134,Tommy Steele,"Tommy Steele OBE (born December 17, 1936 in London, England) is an English entertainer. Steele is widely regarded as Britain's first pop idol. Born Thomas Willam Hicks in Mason Street Bermondsey, London, his cheeky Cockney image and boy-next-door looks won him success as a musician, singer and actor.

Singer
Before landing a singing career, Steele tried his hand at a number of odd jobs and had a brief spell as a merchant seaman. Like many singers of his era he never did National Service <a href=""https://www.last.fm/music/Tommy+Steele"">Read more on Last.fm</a>",34420,154044,"['Adam Faith', 'Marty Wilde', 'Billy Fury', 'Cliff Richard', 'Bobby Vee']"
135,XO Planets," <a href=""https://www.last.fm/music/XO+Planets"">Read more on Last.fm</a>",44,100,[]
136,Companero Asma," <a href=""https://www.last.fm/music/+noredirect/Companero+Asma"">Read more on Last.fm</a>",188,2505,[]
137,Full Nothing," <a href=""https://www.last.fm/music/Full+Nothing"">Read more on Last.fm</a>",1490,29358,"['Beyond the Bridge', 'Soulrelic', 'Crimson Rose', 'Methodica', 'Hemina']"
138,Aarktica,"Aarktica is a musical collective based in New York City, United States, conceived in the winter of 1998 when sole member Jon DeRosa's permanently lost his hearing in his right ear. As his hearing loss became less of a distraction and more of a new way of listening, Aarktica became a means to execute the soundtrack of the life in mono he now faced; one of audio distortions, aural hallucinations and a reliance on painkillers. The first album ""No Solace in Sleep"" <a href=""https://www.last.fm/music/Aarktica"">Read more on Last.fm</a>",41883,577702,"['Auburn Lull', 'Windy & Carl', 'Labradford', 'Hammock', 'Manual']"
139,BETAMENSCH," <a href=""https://www.last.fm/music/BETAMENSCH"">Read more on Last.fm</a>",1925,15279,"['Kaffkönig', 'KID DAD', 'The Deadnotes', 'SOECKERS', 'tüsn']"
140,Don Vail,"Don Vail are a Canadian Indie Rock band, consisting of Chris Bell, Mitch Bowden, Dave Dunham and Bill Priddle.
Don Vail formed in 2005, from the 3 ex members of Chore (Bell, Bowden and Dunham) and ex member of Treble Charger, Bill Priddle.
They are currently recording their debut album.
Myspace: www.myspace.com/donvail <a href=""https://www.last.fm/music/Don+Vail"">Read more on Last.fm</a>",537,7441,"['Skeleteen', 'Chore', ""Noah's Arkweld"", 'Solar Powered Sun Destroyer', 'Thrush Hermit']"
141,Bobby Rydell,"Bobby Rydell (born Robert Louis Ridarelli on 26 April 1942; died 5 April 2022) was an American singer and actor who mainly performed rock and roll and traditional pop music. In the early 1960s he was considered a teen idol. His most well-known songs include ""Wild One"" and ""Volare"" ; in 1963 he appeared in the musical film Bye Bye Birdie.  In the 1980s he joined a trio called The Golden Boys with fellow former teen idols Frankie Avalon and Fabian Forte and he continued to tour up until his death.  <a href=""https://www.last.fm/music/Bobby+Rydell"">Read more on Last.fm</a>",101005,521690,"['Johnny & The Hurricanes', 'Gary Puckett & The Union Gap', 'Jimmy Jones', 'Freddy Cannon', 'Jan & Dean']"
142,UNICORN,"There are multiple bands/artists called Unicorn:

1. a British folk/country rock band of the 1970s
2. a Swedish melodic rock band
3. a Japanese rock band, spelled ユニコーン in Japanese
4. a Dutch trance producer (real name: Ron van den Beuken)
5. a Belgian trance-duo Mauro Crisci & Tiziano Crisci
6. a Belgian trance duo consisting of Philip Dirix and Prince Peration
7. a medieval and early Renaissance music ensemble from Austria
8. a German (hard)trance and techno producer (real name: Sebastian Ostermann) <a href=""https://www.last.fm/music/Unicorn"">Read more on Last.fm</a>",78296,1861107,"['奥田民生', 'BOøWY', '木村カエラ', '氷室京介', 'くるり']"
143,Garage 21," <a href=""https://www.last.fm/music/Garage+21"">Read more on Last.fm</a>",470,4914,"['Area 69', ""Ese ka'a"", 'Ripe Banana Skins', 'Piter Punk', 'Vecindad Autopsia']"
144,Durango14," <a href=""https://www.last.fm/music/Durango14"">Read more on Last.fm</a>",355,2943,"['Arizona Baby', 'The Boo Devils', 'Los Coronas', 'Corizonas', 'El Twanguero']"
145,The Space Wizards," <a href=""https://www.last.fm/music/The+Space+Wizards"">Read more on Last.fm</a>",120,913,"['Ignant Benches', 'Pleasure Heads', 'Jude Shuma', 'Timi Temple', 'The Volcanos']"
146,FLOWERS,"There is more than one artist with the name Flowers.

1) The original incarnation of the Australia new wave group Icehouse. They formed in Sydney in 1977 and released the album  ""Icehouse"" under the name Flowers in 1980. Subsequent overseas releases of the album credit Icehouse as the artist.

2)  Flowers is Sam, Rachel and Jordan. Upon meeting in 2012, they moved in together and started practicing and writing pop songs in their London living room. <a href=""https://www.last.fm/music/Flowers"">Read more on Last.fm</a>",36547,321213,"['Icehouse', 'James Reyne', 'Noiseworks', 'Models', 'Boom Crash Opera']"
147,Billy Fury,"Billy Fury (born Ronald Wycherley, 17 April 1940 – 28 January 1983) was an English singer from the late 1950s to the mid 1960s, and remained an active songwriter until the 1980s. An early British rock and roll (and film) star, he equalled the Beatles' record of 24 hits in the 1960s, and spent 332 weeks on the UK chart, without a chart-topping single or album. Rheumatic fever, which he first contracted as a child, damaged his heart and ultimately contributed to his death. <a href=""https://www.last.fm/music/Billy+Fury"">Read more on Last.fm</a>",123055,760033,"['Adam Faith', 'Gene Pitney', 'Marty Wilde', 'Tommy Steele', 'Johnny Burnette']"
